OTU_ID,kingdom,phylum,class,family,order,genus,species,taxon,taxon_level,tm_saprotroph,tm_pathotroph,tm_symbiotroph,g_animal_pathogen,g_bryophyte_parasite,g_clavicipitaceous_endophyte,g_fungal_parasite,g_lichen_parasite,g_plant_pathogen,g_dung_saprotroph,g_leaf_saprotroph,g_plant_saprotroph,g_soil_saprotroph,g_litter_saprotroph,g_undefined_saprotroph,g_wood_saprotroph,g_ectomycorrhizal,g_ericoid_mycorrhizal,g_endophyte,g_epiphyte,g_lichenized,g_algal_parasite,g_animal_endosymbiont,g_arbuscular_mycorrhizal,g_orchid_mycorrhizal,g_undefined_biotroph,g_root_associated_biotroph,confidence_ranking,growth_morphology,trait,notes,citation
OTU_2221,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_1063,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Collimycetaceae,Collimyces,Collimyces_mutans,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_542,Fungi,Ascomycota,,,,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_321,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,,Tremellales,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Tremelloid-Yeast,NULL,"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
OTU_575,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Fimetariella,Fimetariella_rabenhorstii,Fimetariella,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_456,Fungi,Chytridiomycota,Chytridiomycetes,Synchytriales,Synchytriaceae,Synchytrium,Synchytrium_cupulatum,Synchytrium,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_238,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,,Pyrenochaeta,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Highly Probable,NULL,Soft Rot,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688"
OTU_559,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_sinense,Cladosporium,13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,NULL,"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]; http://www.apsnet.org/publications/commonnames/Pages/default.aspx"
OTU_326,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,Helotiales_sp._MKOTU_39,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_472,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Tothia,,Tothia,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_666,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium_fasciculatum,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_1621,Fungi,Basidiomycota,Cystobasidiomycetes,,,Sakaguchia,Sakaguchia_lamellibrachiae,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_602,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Clypeosphaeria,Clypeosphaeria_mamillana,Clypeosphaeria,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_129,Fungi,Ascomycota,,,,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_339,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531"
OTU_418,Fungi,Ascomycota,,,,,Pezizomycotina_sp._KO-groupB_2014,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_194,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Herpotrichia_juniperi,Melanommataceae,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,Microfungus,NULL,Saprobic on wood and bark (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
OTU_956,Fungi,Ascomycota,Sordariomycetes,,,Oncopodiella,Oncopodiella_trigonella,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_1094,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp._02NH02,Mortierellaceae,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
OTU_17,Fungi,Ascomycota,,,,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_65,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,,Lophiostoma,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_343,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,,Podospora,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,Endophyte detection method-culture (David et al. 2016),"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688; David AS, et al. 2016. Microbial Ecology 71:912-926; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 (as litter saprotroph)"
OTU_244,Fungi,Ascomycota,Dothideomycetes,Eremomycetaceae,,Arthrographis,Arthrographis_sp._07MA20,Arthrographis,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_106,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_xenobiotica,Exophiala,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471"
OTU_298,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces_graminis,Gaeumannomyces,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_496,Fungi,Basidiomycota,,,,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_187,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,,Podospora,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,Endophyte detection method-culture (David et al. 2016),"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688; David AS, et al. 2016. Microbial Ecology 71:912-926; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 (as litter saprotroph)"
OTU_134,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_decipiens,Podospora,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,Endophyte detection method-culture (David et al. 2016),"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688; David AS, et al. 2016. Microbial Ecology 71:912-926; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 (as litter saprotroph)"
OTU_216,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_gamsii,Mortierellaceae,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
OTU_833,Fungi,Basidiomycota,Classiculomycetes,Classiculales,Classiculaceae,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_422,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_hoffmannii,Coniochaeta,13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,NULL,"Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]"
OTU_109,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,Helotiales_sp._REF055,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_2178,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,,Exophiala,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471"
OTU_258,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus_sp._MKOTU_45,Tremellales,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Tremelloid-Yeast,NULL,"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
OTU_1217,Fungi,Basidiomycota,,,,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_719,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_186,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_versicolor,Eurotiales,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
OTU_2555,Fungi,Ascomycota,Leotiomycetes,Pseudeurotiaceae,,Pleuroascus,Pleuroascus_nicholsonii,Pleuroascus,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Highly Probable,NULL,NULL,NULL,"Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688"
OTU_2095,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_incarnatum-equiseti_species_complex,Fusarium,13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Schroers et al. 2016. Mycologia 108:806-819; http://www.apsnet.org/publications/commonnames/Pages/default.aspx; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]"
OTU_556,Fungi,Ascomycota,Dothideomycetes,Patellariales,Patellariaceae,Rhizodiscina,Rhizodiscina_lignyota,Rhizodiscina,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_2606,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,Lasiosphaeriaceae,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,Microfungus,NULL,"Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
OTU_189,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_pontiformis,Phaeosphaeria,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_152,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces_graminis,Gaeumannomyces,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688"
OTU_1001,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Unassigned,-
OTU_161,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp._CF15,Mortierellaceae,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
OTU_233,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,,Tremellales,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Tremelloid-Yeast,NULL,"The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
OTU_2519,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_harzianum,Hypocreales,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus,NULL,NULL,"Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
OTU_2727,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,,Hymenoscyphus,13,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Possible,Microfungus; Dark Septate Microfungus,NULL,"Syn.: Pezoloma among other (see e.g., Pezoloma ericae)","Baral and Krieglsteiner 2006. Acta Mycologica 41:11-20 (as a bryophyte parasite); Huhtinen et al. 2010. Nova Hedwigia 90:413-431, Bent et al. 2011. Applied and Environmental Microbiology 77:3351-3359 (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 (as saprotroph)"
OTU_2650,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,,Volutella,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)"
